Depth_modeled,PAR_modeled,Light_measured,PAR_modeled_mean_1_20m,Light_measured_mean_1_20m,Kd_modeled_1_20m,Kd_measured_1_20m,Fluo_measured_mean_1_20m,Tag_ID,Profile,Satellite,N_VALID_PIXELS,CV_RRS,CV_KD490,CV_PAR,SolarAlt,Lat,Lon,Bathy,DOY
45.0,12.2267,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
50.0,8.4867,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
55.0,5.6459,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
60.0,4.187,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
65.0,2.6977,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
70.0,2.0196,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
75.0,1.2948,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
80.0,0.9831,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
85.0,0.7012,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
90.0,0.4945,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
95.0,0.393,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
100.0,0.2587,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
105.0,0.2232,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
110.0,0.1671,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
115.0,0.1471,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
