SEALTAG_NC_FILE,TAG_ID,PROFILE_NUM,RRS412,RRS443,RRS490,RRS555,RRS670,KD490,PAR,SATELLITE,N_VALID_PIXELS,CV_RRS,CV_KD490,CV_PAR
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,80,0.0039500011817405,0.0034803169730462,0.0033852640343339,0.0047308430075645,0.0012044218417845,0.2968719899654388,34.161197662353516,SUOMI_NPP,19,0.0569458125728022,0.0865881145000457,0.0026829168200492
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,80,0.002964000403881,0.0030704006552696,0.0030128009617328,0.004619600623846,0.0012504003942012,0.3657666444778442,34.086666107177734,SUOMI_NPP,5,0.0760097551969342,0.215539738535881,0.0031743173021823
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,80,0.0019566677510738,0.0018539999922116,0.0022880012790362,0.0039240010082721,0.0008353342612584,0.5673667192459106,34.20366287231445,NOAA_20,3,0.0437125424522397,0.0960545018315315,0.0001735235855448
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,80,0.0044775005429983,0.0039235008880496,0.0040311008691787,0.0053833005949854,0.0012322010472416,0.2735599875450134,34.124637603759766,NOAA_20,20,0.0541365008949723,0.0649974718689918,0.0029879910871386
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,80,0.0053020005838738,0.0033535564111338,0.0034373342576954,0.0046787789712349,0.0010613343781895,0.3112399876117706,34.46951675415039,AQUA,18,0.0335701977240808,0.0843275189399719,0.0027098394930362
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.0057641059944504,0.0048836846100656,0.0044193697210989,0.0028148430742715,0.000344632487548,0.0855199992656707,33.770877838134766,SUOMI_NPP,19,0.0487538646332429,0.1509156674146652,0.001781016588211
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.0052729478400004,0.0048161060794403,0.0045626322297673,0.0031794739004812,0.0004822111835605,0.0936719998717308,33.652557373046875,SUOMI_NPP,19,0.052241742875474,0.1055493876338005,0.0018022713484242
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,-0.0020920000970363,0.0005206676820913,0.0019626679519812,0.00390533482035,0.0015246681869029,0.8935332894325256,33.400665283203125,SUOMI_NPP,3,0.0853563046776863,0.3008988797664642,0.0001017562462948
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.0092353339617451,0.0071606676404674,0.0060255005955696,0.0033303344001372,0.000708334458371,0.0761699974536895,33.869197845458984,NOAA_20,12,0.0511335915061934,0.0834101885557174,0.0017020850209519
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.006546667466561,0.0055287786655955,0.0053276674201091,0.0030452232393953,0.0004251121232906,0.0789600014686584,33.671199798583984,NOAA_20,18,0.0199991161544181,0.1031595319509506,0.0017530408222228
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.0032895301633021,0.0037470597992925,0.0043644712251775,0.0034984713968108,0.0007236479398082,0.1169999986886978,33.62887954711914,NOAA_20,17,0.0425087975247941,0.109900563955307,0.0018610329134389
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.0061043165624141,0.0033458959507314,0.0036100009946446,0.0019484221151,0.0001344218065864,0.0778080001473426,34.121437072753906,AQUA,19,0.0501492823193575,0.1412351876497268,0.0025559749919921
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.006149286404252,0.0046627151646784,0.0045747155589716,0.0029910007225615,0.0005268576954092,0.0908319950103759,34.04391860961914,AQUA,14,0.0322584721529601,0.1287995278835296,0.0019141419325023
